,time,open,high,low,close,tick_volume,spread,real_volume
147,1764881700,180.608,180.624,180.604,180.619,262,20,0
148,1764882000,180.619,180.635,180.603,180.608,324,20,0
149,1764882300,180.607,180.614,180.584,180.603,307,20,0
150,1764882600,180.605,180.611,180.582,180.584,255,20,0
151,1764882900,180.584,180.588,180.56,180.57,225,20,0
152,1764883200,180.57,180.574,180.541,180.556,328,20,0
153,1764883500,180.555,180.599,180.553,180.593,409,20,0
154,1764883800,180.591,180.619,180.582,180.619,288,20,0
155,1764884100,180.618,180.631,180.607,180.614,316,20,0
156,1764884400,180.612,180.62,180.601,180.619,308,20,0
157,1764884700,180.62,180.62,180.606,180.606,254,20,0
158,1764885000,180.605,180.613,180.597,180.612,243,20,0
159,1764885300,180.612,180.642,180.607,180.631,274,20,0
160,1764885600,180.628,180.641,180.618,180.62,250,20,0
161,1764885900,180.619,180.62,180.584,180.589,292,20,0
162,1764886200,180.589,180.61,180.584,180.605,256,20,0
163,1764886500,180.606,180.611,180.543,180.556,326,20,0
164,1764886800,180.556,180.576,180.552,180.565,278,20,0
165,1764887100,180.565,180.581,180.56,180.574,214,20,0
166,1764887400,180.573,180.593,180.562,180.566,260,20,0
167,1764887700,180.567,180.569,180.528,180.548,358,20,0
168,1764888000,180.548,180.568,180.543,180.565,277,20,0
169,1764888300,180.567,180.574,180.544,180.55,214,20,0
170,1764888600,180.552,180.596,180.55,180.56,268,20,0
171,1764888900,180.561,180.602,180.561,180.599,308,20,0
172,1764889200,180.578,180.581,180.552,180.555,211,60,0
173,1764889500,180.554,180.57,180.541,180.564,195,60,0
174,1764889800,180.563,180.579,180.556,180.571,171,60,0
175,1764890100,180.571,180.574,180.548,180.559,154,60,0
176,1764890400,180.559,180.573,180.556,180.568,114,60,0
177,1764890700,180.569,180.595,180.568,180.588,148,60,0
178,1764891000,180.587,180.59,180.577,180.584,95,60,0
179,1764891300,180.585,180.599,180.583,180.597,134,60,0
180,1764891600,180.598,180.604,180.594,180.602,122,60,0
181,1764891900,180.601,180.637,180.6,180.624,151,60,0
182,1764892200,180.622,180.624,180.612,180.62,182,60,0
183,1764892500,180.611,180.628,180.598,180.612,92,24,0
184,1764892800,180.461,180.569,180.458,180.534,24,73,0
185,1764893100,180.527,180.532,180.482,180.525,40,85,0
186,1764893400,180.526,180.528,180.504,180.514,72,105,0
187,1764893700,180.515,180.545,180.509,180.545,95,80,0
188,1764894000,180.545,180.547,180.498,180.502,51,50,0
189,1764894300,180.496,180.546,180.465,180.465,113,80,0
190,1764894600,180.465,180.54,180.465,180.521,276,80,0
191,1764894900,180.516,180.526,180.512,180.524,98,80,0
192,1764895200,180.525,180.529,180.508,180.523,84,80,0
193,1764895500,180.524,180.538,180.513,180.518,265,80,0
194,1764895800,180.525,180.526,180.514,180.515,254,80,0
195,1764896100,180.519,180.52,180.508,180.513,231,80,0
196,1764896400,180.514,180.585,180.514,180.556,373,22,0
197,1764896700,180.555,180.596,180.555,180.588,157,22,0
198,1764897000,180.587,180.624,180.584,180.623,184,22,0
199,1764897300,180.624,180.638,180.618,180.625,115,22,0
200,1764897600,180.624,180.632,180.613,180.615,104,22,0
201,1764897900,180.616,180.621,180.605,180.608,107,22,0
202,1764898200,180.607,180.62,180.589,180.593,186,22,0
203,1764898500,180.589,180.596,180.561,180.562,186,22,0
204,1764898800,180.561,180.574,180.554,180.558,151,22,0
205,1764899100,180.557,180.6,180.553,180.57,216,22,0
206,1764899400,180.572,180.629,180.569,180.621,187,22,0
207,1764899700,180.62,180.63,180.606,180.62,146,22,0
208,1764900000,180.619,180.702,180.598,180.674,308,22,0
209,1764900300,180.673,180.746,180.666,180.732,331,22,0
210,1764900600,180.732,180.754,180.694,180.723,253,22,0
211,1764900900,180.725,180.76,180.71,180.76,229,22,0
212,1764901200,180.761,180.763,180.719,180.722,208,22,0
213,1764901500,180.723,180.732,180.662,180.663,238,22,0
214,1764901800,180.661,180.754,180.652,180.743,292,22,0
215,1764902100,180.742,180.748,180.684,180.694,267,22,0
216,1764902400,180.696,180.698,180.639,180.688,257,22,0
217,1764902700,180.687,180.721,180.681,180.707,288,22,0
218,1764903000,180.707,180.715,180.604,180.616,395,22,0
219,1764903300,180.615,180.633,180.515,180.53,386,22,0
220,1764903600,180.531,180.592,180.513,180.582,369,22,0
221,1764903900,180.582,180.582,180.499,180.499,296,22,0
222,1764904200,180.497,180.563,180.496,180.557,252,22,0
223,1764904500,180.559,180.586,180.533,180.538,258,22,0
224,1764904800,180.538,180.591,180.537,180.577,257,22,0
225,1764905100,180.577,180.662,180.567,180.654,281,22,0
226,1764905400,180.653,180.7,180.611,180.617,291,22,0
227,1764905700,180.617,180.676,180.614,180.673,219,22,0
228,1764906000,180.679,180.691,180.616,180.624,251,22,0
229,1764906300,180.624,180.629,180.576,180.598,244,22,0
230,1764906600,180.599,180.623,180.574,180.587,269,22,0
231,1764906900,180.586,180.648,180.579,180.64,333,22,0
232,1764907200,180.64,180.67,180.634,180.636,289,22,0
233,1764907500,180.637,180.667,180.624,180.653,251,22,0
234,1764907800,180.653,180.671,180.638,180.663,201,22,0
235,1764908100,180.664,180.692,180.651,180.687,231,22,0
236,1764908400,180.686,180.701,180.674,180.686,271,22,0
237,1764908700,180.686,180.706,180.674,180.699,254,22,0
238,1764909000,180.7,180.707,180.689,180.701,240,22,0
239,1764909300,180.702,180.708,180.654,180.657,174,22,0
240,1764909600,180.655,180.683,180.636,180.673,207,22,0
241,1764909900,180.674,180.696,180.67,180.696,196,22,0
242,1764910200,180.695,180.701,180.662,180.663,168,22,0
243,1764910500,180.664,180.67,180.644,180.657,198,22,0
244,1764910800,180.655,180.66,180.631,180.643,168,22,0
245,1764911100,180.645,180.647,180.632,180.642,160,22,0
246,1764911400,180.641,180.643,180.626,180.639,173,22,0
247,1764911700,180.639,180.67,180.639,180.661,143,22,0
248,1764912000,180.661,180.664,180.642,180.661,134,22,0
249,1764912300,180.66,180.694,180.652,180.691,202,22,0
250,1764912600,180.692,180.71,180.67,180.674,281,22,0
251,1764912900,180.673,180.677,180.656,180.665,177,22,0
252,1764913200,180.664,180.675,180.658,180.669,129,22,0
253,1764913500,180.667,180.707,180.666,180.696,185,22,0
254,1764913800,180.695,180.721,180.691,180.707,160,22,0
255,1764914100,180.706,180.707,180.679,180.692,217,22,0
256,1764914400,180.691,180.71,180.668,180.703,220,22,0
257,1764914700,180.705,180.718,180.665,180.672,169,22,0
258,1764915000,180.671,180.682,180.659,180.672,182,22,0
259,1764915300,180.671,180.673,180.639,180.642,179,22,0
260,1764915600,180.641,180.641,180.616,180.626,134,22,0
261,1764915900,180.625,180.63,180.386,180.509,466,22,0
262,1764916200,180.509,180.583,180.486,180.559,393,22,0
263,1764916500,180.56,180.626,180.556,180.591,327,22,0
264,1764916800,180.591,180.593,180.541,180.544,277,22,0
265,1764917100,180.547,180.557,180.514,180.535,262,22,0
266,1764917400,180.536,180.547,180.483,180.518,212,22,0
