,time,open,high,low,close,tick_volume,spread,real_volume
0,1764838200,1.33341,1.33362,1.3333,1.33354,160,3,0
1,1764838500,1.33354,1.3338999999999999,1.33354,1.3338,175,3,0
2,1764838800,1.33382,1.33413,1.33374,1.33399,238,3,0
3,1764839100,1.33398,1.33399,1.33353,1.33365,247,3,0
4,1764839400,1.3336299999999999,1.33369,1.3335,1.33355,229,3,0
5,1764839700,1.33355,1.33362,1.33343,1.33357,144,3,0
6,1764840000,1.33357,1.33359,1.33332,1.33337,205,3,0
7,1764840300,1.3334,1.33351,1.33321,1.33323,192,3,0
8,1764840600,1.33324,1.33339,1.33313,1.3333300000000001,120,2,0
9,1764840900,1.3333300000000001,1.33335,1.33312,1.33324,148,2,0
10,1764841200,1.33318,1.33332,1.33314,1.33319,192,2,0
11,1764841500,1.33319,1.3336000000000001,1.33316,1.33342,161,2,0
12,1764841800,1.33341,1.33384,1.33338,1.33368,212,2,0
13,1764842100,1.33371,1.33381,1.33344,1.33365,256,2,0
14,1764842400,1.33369,1.33403,1.33334,1.33402,280,2,0
15,1764842700,1.33401,1.33408,1.33357,1.33365,234,2,0
16,1764843000,1.33365,1.33412,1.33355,1.33402,227,2,0
17,1764843300,1.33402,1.33496,1.33384,1.33486,244,2,0
18,1764843600,1.33487,1.33545,1.33472,1.3354300000000001,241,2,0
19,1764843900,1.33536,1.33594,1.33536,1.33564,294,2,0
20,1764844200,1.33563,1.3357299999999999,1.33487,1.33513,324,2,0
21,1764844500,1.33514,1.33561,1.33511,1.33556,288,2,0
22,1764844800,1.33556,1.33583,1.33515,1.33528,263,2,0
23,1764845100,1.33529,1.33545,1.33483,1.33511,211,2,0
24,1764845400,1.3351,1.33551,1.33494,1.33495,216,2,0
25,1764845700,1.33496,1.33514,1.3343,1.33433,357,2,0
26,1764846000,1.3343099999999999,1.33437,1.33373,1.33414,307,2,0
27,1764846300,1.33413,1.33448,1.33405,1.33433,293,2,0
28,1764846600,1.33432,1.33432,1.33386,1.334,263,2,0
29,1764846900,1.33401,1.3342100000000001,1.33361,1.33408,275,2,0
30,1764847200,1.33406,1.3345,1.33406,1.3344,223,2,0
31,1764847500,1.33439,1.33461,1.33418,1.33456,205,2,0
32,1764847800,1.3345500000000001,1.3345500000000001,1.33376,1.33419,321,2,0
33,1764848100,1.33419,1.33452,1.33403,1.33432,263,2,0
34,1764848400,1.33432,1.33432,1.3339400000000001,1.33416,220,2,0
35,1764848700,1.33407,1.3342399999999999,1.3339400000000001,1.33419,266,2,0
36,1764849000,1.3342,1.33462,1.33414,1.3345500000000001,250,2,0
37,1764849300,1.3345500000000001,1.33493,1.33452,1.3346,207,2,0
38,1764849600,1.3346,1.33484,1.33443,1.3348,218,2,0
39,1764849900,1.33479,1.3349199999999999,1.33417,1.33456,315,2,0
40,1764850200,1.33456,1.33465,1.33435,1.33449,220,2,0
41,1764850500,1.3345,1.33462,1.33427,1.33446,196,2,0
42,1764850800,1.33445,1.3345099999999999,1.33425,1.3344,175,2,0
43,1764851100,1.33437,1.33484,1.3342800000000001,1.33476,217,2,0
44,1764851400,1.33475,1.33496,1.3345799999999999,1.33494,207,2,0
45,1764851700,1.33499,1.3351199999999999,1.33457,1.33468,191,2,0
46,1764852000,1.33466,1.33469,1.33422,1.33454,236,2,0
47,1764852300,1.33452,1.33463,1.33427,1.33439,201,2,0
48,1764852600,1.33438,1.33444,1.33368,1.33383,199,2,0
49,1764852900,1.33383,1.33461,1.33381,1.33438,212,2,0
50,1764853200,1.33438,1.33469,1.33408,1.33464,215,2,0
51,1764853500,1.33466,1.33533,1.33452,1.33507,317,2,0
52,1764853800,1.33506,1.33538,1.335,1.33523,232,2,0
53,1764854100,1.33522,1.33561,1.33503,1.33561,209,2,0
